,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Outlet_Establishment_Year
14385,12.857645184135976,Low Fat,0.173574402,Household,214.0902,Small,Tier 1,Grocery Store,1985
14386,15.35,Low Fat,0.020409765,Soft Drinks,218.3508,Medium,Tier 3,Supermarket Type2,2009
14387,7.785,Low Fat,0.088888291,Fruits and Vegetables,64.751,Medium,Tier 2,Supermarket Type1,2002
14388,17.6,Low Fat,0.097367722,Dairy,89.3856,Medium,Tier 1,Supermarket Type1,1999
14389,15.1,Low Fat,0.059275452,Household,238.9248,High,Tier 3,Supermarket Type1,1987
14390,9.395,Regular,0.100555034,Baking Goods,88.8856,Medium,Tier 1,Supermarket Type1,1999
14391,9.27,Low Fat,0.061775607,Dairy,150.105,Small,Tier 2,Supermarket Type1,2004
14392,12.857645184135976,Regular,0.012974937,Fruits and Vegetables,115.9834,Medium,Tier 3,Supermarket Type3,1985
14393,18.85,Low Fat,0.042614361,Canned,255.333,High,Tier 3,Supermarket Type1,1987
14394,12.857645184135976,Low Fat,0.050535312,Health and Hygiene,130.031,Small,Tier 1,Grocery Store,1985
14395,11.0,Low Fat,0.008944844,Meat,122.3756,Small,Tier 2,Supermarket Type1,2004
14396,13.15,Low Fat,0.056418354,Soft Drinks,142.4812,Small,Tier 2,Supermarket Type1,2004
14397,5.46,Regular,0.032227432,Canned,186.824,Medium,Tier 1,Supermarket Type1,1999
14398,12.857645184135976,Regular,0.127108578,Dairy,120.744,Medium,Tier 3,Supermarket Type3,1985
14399,12.35,Regular,0.064441812,Fruits and Vegetables,110.957,Medium,Tier 3,Grocery Store,1998
14400,6.865,Low Fat,0.057152139,Snack Foods,211.8218,Medium,Tier 2,Supermarket Type1,2007
14401,17.75,Low Fat,0.11147467,Others,108.0912,Medium,Tier 1,Supermarket Type1,1999
14402,12.857645184135976,Low Fat,0.028410335,Household,158.0604,Medium,Tier 3,Supermarket Type3,1985
14403,12.857645184135976,Regular,0.289522833,Fruits and Vegetables,172.0764,Small,Tier 1,Grocery Store,1985
14404,19.35,Low Fat,0.0,Health and Hygiene,65.3168,Medium,Tier 3,Grocery Store,1998
14405,13.8,Regular,0.064207277,Fruits and Vegetables,76.0012,Small,Tier 1,Supermarket Type1,1997
14406,9.3,Low Fat,0.042463728,Hard Drinks,121.9388,Medium,Tier 3,Supermarket Type2,2009
14407,17.0,Regular,0.139521931,Canned,266.8884,Small,Tier 1,Supermarket Type1,1997
14408,20.2,Low Fat,0.0,Household,187.1898,High,Tier 3,Supermarket Type1,1987
14409,14.0,Regular,0.060768862,Frozen Foods,154.8656,Medium,Tier 2,Supermarket Type1,2007
14410,9.195,Low Fat,0.101294945,Baking Goods,46.2744,Small,Tier 1,Supermarket Type1,1997
14411,8.39,Low Fat,0.120474481,Household,165.5868,Small,Tier 2,Supermarket Type1,2004
14412,5.735,Low Fat,0.05695045,Fruits and Vegetables,177.937,Small,Tier 2,Supermarket Type1,2004
14413,8.155,Low Fat,0.119351235,Meat,190.153,High,Tier 3,Supermarket Type1,1987
14414,17.7,Regular,0.226122963,Starchy Foods,185.7924,Medium,Tier 3,Grocery Store,1998
14415,16.7,Low Fat,0.026620627,Household,249.2776,Small,Tier 1,Supermarket Type1,1997
14416,17.25,Low Fat,0.042480566,Dairy,173.4764,Medium,Tier 2,Supermarket Type1,2007
14417,12.857645184135976,Regular,0.0,Meat,98.2042,Small,Tier 1,Grocery Store,1985
14418,13.5,Regular,0.159720671,Fruits and Vegetables,147.6102,Small,Tier 1,Supermarket Type1,1997
14419,18.0,Low Fat,0.124348482,Frozen Foods,118.3124,High,Tier 3,Supermarket Type1,1987
14420,20.75,Regular,0.063684145,Breakfast,151.7682,Medium,Tier 2,Supermarket Type1,2007
14421,17.6,Regular,0.016092971,Breads,45.8402,Medium,Tier 3,Supermarket Type2,2009
14422,13.0,Regular,0.0,Soft Drinks,173.6054,High,Tier 3,Supermarket Type1,1987
14423,6.055,Low Fat,0.025552424,Fruits and Vegetables,158.492,Medium,Tier 2,Supermarket Type1,2007
14424,12.85,Low Fat,0.030591255,Starchy Foods,251.404,High,Tier 3,Supermarket Type1,1987
14425,10.6,Low Fat,0.035336287,Health and Hygiene,87.0224,Medium,Tier 3,Supermarket Type2,2009
14426,18.7,Low Fat,0.104658344,Frozen Foods,121.2072,Small,Tier 2,Supermarket Type1,2004
14427,6.235,Low Fat,0.020198354,Household,257.9962,Small,Tier 1,Supermarket Type1,1997
14428,15.25,Low Fat,0.089816808,Frozen Foods,217.3192,Small,Tier 1,Supermarket Type1,1997
14429,19.2,Regular,0.022954444,Fruits and Vegetables,184.495,Medium,Tier 1,Supermarket Type1,1999
14430,11.65,Low Fat,0.174049032,Dairy,52.9298,Small,Tier 1,Supermarket Type1,1997
14431,18.7,Low Fat,0.044024163,Baking Goods,125.902,Medium,Tier 3,Grocery Store,1998
14432,8.275,Low Fat,0.110739031,Household,103.3306,Medium,Tier 3,Supermarket Type2,2009
14433,8.895,Regular,0.039008625,Baking Goods,209.0296,High,Tier 3,Supermarket Type1,1987
14434,20.35,Low Fat,0.054277132,Snack Foods,117.3466,Medium,Tier 3,Supermarket Type2,2009
14435,15.85,Regular,0.007160908,Snack Foods,39.348,Medium,Tier 2,Supermarket Type1,2002
14436,19.0,Low Fat,0.129226104,Household,190.5872,High,Tier 3,Supermarket Type1,1987
14437,10.85,Low Fat,0.0,Household,119.0808,High,Tier 3,Supermarket Type1,1987
14438,5.095,Regular,0.129479176,Snack Foods,139.7838,Small,Tier 2,Supermarket Type1,2004
14439,10.0,Low Fat,0.021512619,Household,247.775,Medium,Tier 3,Supermarket Type2,2009
14440,5.34,Regular,0.005958918,Snack Foods,101.6358,High,Tier 3,Supermarket Type1,1987
14441,17.2,Regular,0.056941603,Fruits and Vegetables,222.5088,High,Tier 3,Supermarket Type1,1987
14442,12.857645184135976,Low Fat,0.026491715,Household,247.2776,Medium,Tier 3,Supermarket Type3,1985
14443,12.857645184135976,Low Fat,0.066298469,Fruits and Vegetables,186.824,Medium,Tier 3,Supermarket Type3,1985
14444,10.5,Low Fat,0.041360997,Fruits and Vegetables,39.5164,High,Tier 3,Supermarket Type1,1987
14445,10.5,Regular,0.142759833,Breads,159.3578,Medium,Tier 1,Supermarket Type1,1999
14446,16.7,Regular,0.042792568,Dairy,118.6782,Medium,Tier 3,Supermarket Type2,2009
14447,8.43,Low Fat,0.177694846,Household,171.1422,Small,Tier 1,Supermarket Type1,1997
14448,7.785,Low Fat,0.139552827,Dairy,105.6306,Small,Tier 1,Supermarket Type1,1997
14449,11.35,Regular,0.045052492,Snack Foods,102.6016,Medium,Tier 1,Supermarket Type1,1999
14450,11.6,Low Fat,0.037581243,Health and Hygiene,98.9042,Small,Tier 1,Supermarket Type1,1997
14451,6.365,Low Fat,0.007342171,Frozen Foods,59.9536,High,Tier 3,Supermarket Type1,1987
14452,5.11,Low Fat,0.034945416,Household,161.121,Medium,Tier 2,Supermarket Type1,2002
14453,10.1,Low Fat,0.056030907,Household,115.1492,High,Tier 3,Supermarket Type1,1987
14454,12.85,Low Fat,0.099553084,Frozen Foods,40.0164,Medium,Tier 2,Supermarket Type1,2007
14455,7.725,Low Fat,0.047782959,Canned,249.1092,Small,Tier 1,Supermarket Type1,1997
14456,12.857645184135976,Low Fat,0.007180374,Baking Goods,47.4034,Medium,Tier 3,Supermarket Type3,1985
14457,12.857645184135976,Low Fat,0.019592289,Others,56.9614,Small,Tier 1,Grocery Store,1985
14458,12.857645184135976,Regular,0.078758649,Fruits and Vegetables,116.3808,Small,Tier 1,Grocery Store,1985
14459,17.1,Low Fat,0.0,Household,167.0842,Medium,Tier 3,Supermarket Type2,2009
14460,12.857645184135976,Low Fat,0.18358896,Snack Foods,154.663,Small,Tier 1,Grocery Store,1985
14461,20.1,Low Fat,0.034623782,Household,118.9782,High,Tier 3,Supermarket Type1,1987
14462,16.75,Low Fat,0.032586709,Health and Hygiene,191.9162,Small,Tier 1,Supermarket Type1,1997
14463,12.857645184135976,Low Fat,0.008519718,Health and Hygiene,116.9492,Medium,Tier 3,Supermarket Type3,1985
14464,8.905,Low Fat,0.143010016,Frozen Foods,61.6878,High,Tier 3,Supermarket Type1,1987
14465,6.78,Regular,0.0,Baking Goods,94.012,High,Tier 3,Supermarket Type1,1987
14466,16.85,Regular,0.079624087,Snack Foods,111.6544,High,Tier 3,Supermarket Type1,1987
14467,14.65,Low Fat,0.17138805,Fruits and Vegetables,50.7692,Small,Tier 1,Supermarket Type1,1997
14468,20.7,Low Fat,0.0,Dairy,78.467,Small,Tier 1,Supermarket Type1,1997
14469,12.857645184135976,Regular,0.235859408,Snack Foods,46.1402,Small,Tier 1,Grocery Store,1985
14470,12.1,Low Fat,0.148612263,Fruits and Vegetables,104.528,Medium,Tier 1,Supermarket Type1,1999
14471,9.1,Low Fat,0.134393836,Household,48.0718,Medium,Tier 3,Grocery Store,1998
14472,15.2,Low Fat,0.033599041,Household,107.7912,Small,Tier 1,Supermarket Type1,1997
14473,15.15,Regular,0.066311153,Frozen Foods,145.776,Medium,Tier 2,Supermarket Type1,2002
14474,12.857645184135976,Low Fat,0.049623924,Dairy,83.225,Medium,Tier 3,Supermarket Type3,1985
14475,20.6,Low Fat,0.13893181,Baking Goods,119.5756,Medium,Tier 3,Grocery Store,1998
14476,15.3,Low Fat,0.0,Household,103.5332,Small,Tier 2,Supermarket Type1,2004
14477,12.857645184135976,Low Fat,0.040636926,Hard Drinks,224.6088,Medium,Tier 3,Supermarket Type3,1985
14478,19.25,Low Fat,0.107940533,Household,35.5558,High,Tier 3,Supermarket Type1,1987
14479,9.3,Regular,0.03362713,Meat,156.1314,Medium,Tier 2,Supermarket Type1,2007
14480,12.857645184135976,Low Fat,0.142436015,Frozen Foods,62.3878,Medium,Tier 3,Supermarket Type3,1985
14481,17.25,Regular,0.125200788,Breakfast,41.648,Small,Tier 2,Supermarket Type1,2004
14482,21.25,Low Fat,0.019407069,Snack Foods,119.3756,High,Tier 3,Supermarket Type1,1987
14483,20.1,Regular,0.054445198,Frozen Foods,151.7366,Small,Tier 2,Supermarket Type1,2004
14484,18.75,Low Fat,0.01040777,Household,209.4954,Medium,Tier 3,Supermarket Type2,2009
14485,17.6,Regular,0.039443715,Snack Foods,95.841,Medium,Tier 2,Supermarket Type1,2007
14486,17.75,Regular,0.038042233,Baking Goods,154.2656,Medium,Tier 3,Supermarket Type2,2009
14487,19.25,Regular,0.034770109,Canned,141.9496,Medium,Tier 2,Supermarket Type1,2002
14488,18.85,Low Fat,0.141862435,Canned,171.0132,Medium,Tier 1,Supermarket Type1,1999
14489,17.7,Low Fat,0.019438042,Frozen Foods,95.541,Medium,Tier 3,Grocery Store,1998
14490,12.857645184135976,Low Fat,0.073012871,Others,67.5142,Medium,Tier 3,Supermarket Type3,1985
14491,17.5,Low Fat,0.026848529,Frozen Foods,264.891,High,Tier 3,Supermarket Type1,1987
14492,10.5,Low Fat,0.019033838,Soft Drinks,185.624,High,Tier 3,Supermarket Type1,1987
14493,16.75,Low Fat,0.032771033,Health and Hygiene,192.3162,Medium,Tier 2,Supermarket Type1,2007
14494,8.935,Low Fat,0.04026424,Frozen Foods,52.6298,Medium,Tier 2,Supermarket Type1,2002
14495,12.857645184135976,Regular,0.074729835,Meat,183.795,Small,Tier 1,Grocery Store,1985
14496,15.35,Low Fat,0.074601506,Snack Foods,90.983,Small,Tier 2,Supermarket Type1,2004
14497,12.857645184135976,Low Fat,0.078576075,Soft Drinks,78.467,Small,Tier 1,Grocery Store,1985
14498,15.85,Low Fat,0.081719458,Breads,178.037,High,Tier 3,Supermarket Type1,1987
14499,6.215,Low Fat,0.012173543,Fruits and Vegetables,36.4848,Medium,Tier 2,Supermarket Type1,2002
14500,12.857645184135976,Low Fat,0.091318935,Snack Foods,230.7352,Medium,Tier 3,Supermarket Type3,1985
14501,9.5,Low Fat,0.085075063,Hard Drinks,189.0872,Small,Tier 2,Supermarket Type1,2004
14502,17.7,Low Fat,0.174644552,Fruits and Vegetables,113.2834,Medium,Tier 1,Supermarket Type1,1999
14503,19.2,Low Fat,0.041395775,Household,129.731,Medium,Tier 3,Supermarket Type2,2009
14504,8.05,Regular,0.164679597,Dairy,112.1518,Small,Tier 1,Supermarket Type1,1997
14505,14.7,Low Fat,0.121012632,Fruits and Vegetables,49.4034,Medium,Tier 3,Grocery Store,1998
14506,11.5,Regular,0.037563325,Snack Foods,109.5254,Small,Tier 2,Supermarket Type1,2004
14507,19.85,Low Fat,0.026115595,Household,49.0376,Medium,Tier 2,Supermarket Type1,2007
14508,20.0,Low Fat,0.05848134,Health and Hygiene,113.3544,Small,Tier 1,Supermarket Type1,1997
14509,8.96,Regular,0.068880971,Fruits and Vegetables,195.3768,High,Tier 3,Supermarket Type1,1987
14510,5.615,Low Fat,0.125964559,Health and Hygiene,124.773,Medium,Tier 1,Supermarket Type1,1999
14511,17.0,Low Fat,0.055746931,Dairy,220.0114,Medium,Tier 2,Supermarket Type1,2007
14512,5.82,Low Fat,0.080804019,Household,171.479,Medium,Tier 2,Supermarket Type1,2002
14513,12.857645184135976,Regular,0.086983591,Fruits and Vegetables,219.8456,Medium,Tier 3,Supermarket Type3,1985
14514,19.1,Low Fat,0.064547828,Fruits and Vegetables,212.8586,Medium,Tier 3,Grocery Store,1998
14515,12.857645184135976,Low Fat,0.075361182,Household,155.6656,Medium,Tier 3,Supermarket Type3,1985
14516,12.857645184135976,Low Fat,0.081651443,Meat,152.5682,Small,Tier 1,Grocery Store,1985
14517,9.695,Low Fat,0.190711254,Health and Hygiene,159.1604,Medium,Tier 3,Grocery Store,1998
14518,20.6,Low Fat,0.023585598,Fruits and Vegetables,94.7778,Medium,Tier 2,Supermarket Type1,2007
14519,9.195,Low Fat,0.115064263,Frozen Foods,58.6246,Medium,Tier 1,Supermarket Type1,1999
14520,10.695,Low Fat,0.057909547,Fruits and Vegetables,60.4536,Medium,Tier 2,Supermarket Type1,2002
14521,15.75,Low Fat,0.054920146,Baking Goods,195.8452,Small,Tier 2,Supermarket Type1,2004
14522,19.6,Low Fat,0.041291169,Household,86.9514,Small,Tier 1,Supermarket Type1,1997
14523,12.857645184135976,Low Fat,0.021273161,Breakfast,229.1326,Medium,Tier 3,Supermarket Type3,1985
14524,17.35,Regular,0.02758789,Canned,86.1856,High,Tier 3,Supermarket Type1,1987
14525,9.3,Low Fat,0.11178154,Frozen Foods,182.3292,Medium,Tier 3,Grocery Store,1998
14526,6.71,Regular,0.02960641,Baking Goods,65.4142,Medium,Tier 1,Supermarket Type1,1999
14527,17.1,Low Fat,0.129140919,Fruits and Vegetables,109.4886,Medium,Tier 2,Supermarket Type1,2007
14528,5.175,Regular,0.029555773,Snack Foods,105.9622,Medium,Tier 2,Supermarket Type1,2002
14529,12.65,Low Fat,0.063146492,Soft Drinks,159.6578,Medium,Tier 3,Supermarket Type2,2009
14530,16.5,Regular,0.066352552,Breakfast,181.2292,Medium,Tier 1,Supermarket Type1,1999
14531,12.857645184135976,Low Fat,0.246678647,Breads,129.7994,Small,Tier 1,Grocery Store,1985
14532,7.725,Low Fat,0.047977607,Canned,249.5092,Medium,Tier 3,Supermarket Type2,2009
14533,7.0,Low Fat,0.151712642,Canned,104.828,Medium,Tier 2,Supermarket Type1,2002
14534,12.1,Low Fat,0.030174246,Canned,76.667,Medium,Tier 1,Supermarket Type1,1999
14535,7.6,Regular,0.238366442,Starchy Foods,171.8448,Medium,Tier 3,Grocery Store,1998
14536,12.85,Low Fat,0.055603753,Fruits and Vegetables,195.6768,Medium,Tier 3,Grocery Store,1998
14537,17.75,Regular,0.029648306,Fruits and Vegetables,142.4838,Small,Tier 2,Supermarket Type1,2004
14538,12.857645184135976,Regular,0.105812357,Fruits and Vegetables,175.0396,Medium,Tier 3,Supermarket Type3,1985
14539,20.25,Low Fat,0.02593166,Household,182.5976,High,Tier 3,Supermarket Type1,1987
14540,12.857645184135976,Low Fat,0.019671473,Snack Foods,214.756,Small,Tier 1,Grocery Store,1985
14541,6.76,Regular,0.028982682,Fruits and Vegetables,79.596,Small,Tier 1,Supermarket Type1,1997
14542,12.857645184135976,Regular,0.019153299,Snack Foods,57.6588,Small,Tier 1,Grocery Store,1985
14543,14.15,Low Fat,0.184254826,Soft Drinks,82.4276,Medium,Tier 3,Supermarket Type2,2009
14544,20.75,Low Fat,0.025169703,Health and Hygiene,150.4734,Medium,Tier 1,Supermarket Type1,1999
14545,7.84,Regular,0.153494979,Canned,48.935,Small,Tier 1,Supermarket Type1,1997
14546,19.6,Low Fat,0.034093203,Soft Drinks,56.6614,Medium,Tier 2,Supermarket Type1,2007
14547,10.5,Low Fat,0.045655118,Household,169.8106,Medium,Tier 3,Grocery Store,1998
14548,5.655,Low Fat,0.142732848,Fruits and Vegetables,167.95,Medium,Tier 3,Grocery Store,1998
14549,12.5,Regular,0.110163385,Fruits and Vegetables,83.6592,Medium,Tier 1,Supermarket Type1,1999
14550,10.195,Low Fat,0.041934387,Snack Foods,44.6428,Small,Tier 2,Supermarket Type1,2004
14551,12.857645184135976,Low Fat,0.028868467,Household,146.3786,Medium,Tier 3,Supermarket Type3,1985
14552,6.135,Regular,0.079312367,Baking Goods,151.7366,Small,Tier 2,Supermarket Type1,2004
14553,9.1,Low Fat,0.174085625,Baking Goods,124.6362,Small,Tier 2,Supermarket Type1,2004
14554,14.6,Low Fat,0.059732844,Others,241.2538,Medium,Tier 3,Supermarket Type2,2009
14555,20.7,Low Fat,0.039245805,Household,151.4366,Small,Tier 1,Supermarket Type1,1997
14556,19.0,Regular,0.097510482,Frozen Foods,48.1718,Medium,Tier 2,Supermarket Type1,2002
14557,9.195,Low Fat,0.114885647,Frozen Foods,59.6246,Small,Tier 1,Supermarket Type1,1997
14558,12.857645184135976,Low Fat,0.072295507,Household,89.7514,Small,Tier 1,Grocery Store,1985
14559,6.425,Low Fat,0.010436256,Canned,115.5808,Small,Tier 2,Supermarket Type1,2004
14560,12.15,Low Fat,0.104257037,Starchy Foods,34.0532,Medium,Tier 3,Grocery Store,1998
14561,17.0,Low Fat,0.126440335,Household,125.2362,Medium,Tier 1,Supermarket Type1,1999
14562,12.857645184135976,Regular,0.0,Starchy Foods,59.8904,Medium,Tier 3,Supermarket Type3,1985
14563,12.857645184135976,Regular,0.120965853,Breakfast,55.8614,Small,Tier 1,Grocery Store,1985
14564,12.857645184135976,Low Fat,0.0,Health and Hygiene,152.0708,Medium,Tier 3,Supermarket Type3,1985
14565,9.0,Regular,0.069031467,Breakfast,55.0614,High,Tier 3,Supermarket Type1,1987
14566,6.215,Regular,0.049823839,Baking Goods,226.6062,Medium,Tier 3,Supermarket Type2,2009
14567,7.475,Low Fat,0.126752975,Household,154.2656,Medium,Tier 3,Grocery Store,1998
14568,11.0,Low Fat,0.1062679,Breads,123.2046,Medium,Tier 3,Supermarket Type2,2009
14569,19.7,Low Fat,0.053305463,Fruits and Vegetables,58.193,Medium,Tier 1,Supermarket Type1,1999
14570,18.75,Low Fat,0.023820082,Dairy,97.6042,High,Tier 3,Supermarket Type1,1987
14571,11.6,Low Fat,0.037549969,Health and Hygiene,101.2042,High,Tier 3,Supermarket Type1,1987
14572,13.0,Low Fat,0.03525175,Household,48.0034,Medium,Tier 3,Supermarket Type2,2009
14573,7.285,Low Fat,0.031200065,Household,174.7054,Medium,Tier 1,Supermarket Type1,1999
14574,12.857645184135976,Regular,0.106538757,Fruits and Vegetables,145.4786,Medium,Tier 3,Supermarket Type3,1985
14575,18.6,Low Fat,0.012673238,Household,121.5414,Medium,Tier 1,Supermarket Type1,1999
14576,6.615,Low Fat,0.093307668,Dairy,195.9426,High,Tier 3,Supermarket Type1,1987
14577,10.1,Low Fat,0.056191301,Household,115.7492,Medium,Tier 2,Supermarket Type1,2002
14578,17.7,Low Fat,0.116542484,Snack Foods,182.6266,Small,Tier 1,Supermarket Type1,1997
14579,10.5,Low Fat,0.011285795,Household,235.8248,Small,Tier 2,Supermarket Type1,2004
14580,12.857645184135976,Regular,0.127308434,Soft Drinks,186.6924,Medium,Tier 3,Supermarket Type3,1985
14581,12.3,Low Fat,0.069742672,Soft Drinks,106.2938,Medium,Tier 3,Supermarket Type2,2009
14582,12.857645184135976,Low Fat,0.093010026,Baking Goods,143.0812,Medium,Tier 3,Supermarket Type3,1985
14583,18.85,Low Fat,0.03961061,Snack Foods,41.648,High,Tier 3,Supermarket Type1,1987
14584,7.485,Low Fat,0.069514712,Snack Foods,108.7228,Medium,Tier 2,Supermarket Type1,2007
14585,14.3,Regular,0.083147702,Meat,210.1586,Medium,Tier 3,Grocery Store,1998
14586,10.6,Low Fat,0.011106465,Breads,42.7454,Medium,Tier 1,Supermarket Type1,1999
14587,12.857645184135976,Low Fat,0.02528566,Fruits and Vegetables,158.792,Medium,Tier 3,Supermarket Type3,1985
14588,13.65,Regular,0.072851756,Frozen Foods,197.1426,High,Tier 3,Supermarket Type1,1987
14589,12.857645184135976,Regular,0.011072421,Snack Foods,85.354,Medium,Tier 3,Supermarket Type3,1985
14590,13.65,Regular,0.031494041,Canned,98.87,Medium,Tier 1,Supermarket Type1,1999
14591,6.445,Low Fat,0.029667053,Baking Goods,94.4436,High,Tier 3,Supermarket Type1,1987
14592,8.895,Low Fat,0.0,Household,111.9544,Small,Tier 2,Supermarket Type1,2004
14593,16.7,Low Fat,0.022099982,Dairy,110.1886,Medium,Tier 1,Supermarket Type1,1999
14594,6.115,Regular,0.011372972,Frozen Foods,89.6488,Small,Tier 1,Supermarket Type1,1997
14595,11.3,Regular,0.091310237,Meat,96.9094,Medium,Tier 3,Grocery Store,1998
14596,9.3,Regular,0.033437991,Meat,153.2314,Small,Tier 1,Supermarket Type1,1997
14597,7.725,Low Fat,0.029117482,Household,123.0414,Medium,Tier 1,Supermarket Type1,1999
14598,18.0,Low Fat,0.039071642,Snack Foods,145.3418,Medium,Tier 1,Supermarket Type1,1999
14599,17.0,Low Fat,0.119362409,Frozen Foods,249.4434,Small,Tier 2,Supermarket Type1,2004
14600,12.857645184135976,Regular,0.094109236,Breakfast,102.9332,Medium,Tier 3,Supermarket Type3,1985
14601,12.8,Low Fat,0.02299122,Fruits and Vegetables,114.9492,Medium,Tier 2,Supermarket Type1,2002
14602,15.85,Regular,0.110010191,Frozen Foods,38.8506,Small,Tier 2,Supermarket Type1,2004
14603,6.59,Low Fat,0.176748258,Fruits and Vegetables,82.7908,Medium,Tier 3,Grocery Store,1998
14604,6.11,Regular,0.0,Soft Drinks,43.0086,Medium,Tier 1,Supermarket Type1,1999
14605,12.857645184135976,Low Fat,0.032463574,Health and Hygiene,139.9154,Medium,Tier 3,Supermarket Type3,1985
14606,9.5,Regular,0.035222503,Fruits and Vegetables,170.1448,Medium,Tier 2,Supermarket Type1,2002
14607,17.6,Low Fat,0.010055503,Snack Foods,163.7552,Medium,Tier 1,Supermarket Type1,1999
14608,20.0,Low Fat,0.034363029,Baking Goods,43.5086,Small,Tier 2,Supermarket Type1,2004
14609,13.15,Regular,0.0,Fruits and Vegetables,171.9764,Medium,Tier 2,Supermarket Type1,2007
14610,19.0,Low Fat,0.128349909,Snack Foods,106.5622,Medium,Tier 2,Supermarket Type1,2002
14611,8.1,Low Fat,0.128760294,Fruits and Vegetables,213.7902,Medium,Tier 2,Supermarket Type1,2007
14612,9.3,Low Fat,0.043964058,Hard Drinks,192.3846,Medium,Tier 3,Supermarket Type2,2009
14613,12.857645184135976,Low Fat,0.032470108,Frozen Foods,148.9392,Medium,Tier 3,Supermarket Type3,1985
14614,13.5,Low Fat,0.094603404,Soft Drinks,187.0872,Medium,Tier 3,Supermarket Type2,2009
14615,7.725,Low Fat,0.047743195,Canned,248.3092,High,Tier 3,Supermarket Type1,1987
14616,12.857645184135976,Low Fat,0.0,Fruits and Vegetables,115.3492,Medium,Tier 3,Supermarket Type3,1985
14617,5.485,Low Fat,0.071557769,Health and Hygiene,165.7842,Medium,Tier 3,Grocery Store,1998
14618,13.15,Low Fat,0.155105614,Household,157.2604,Medium,Tier 3,Grocery Store,1998
14619,7.26,Low Fat,0.014505108,Meat,118.415,Medium,Tier 2,Supermarket Type1,2007
14620,10.5,Regular,0.093909644,Snack Foods,213.7244,Medium,Tier 1,Supermarket Type1,1999
14621,19.5,Regular,0.077157727,Soft Drinks,232.4958,Small,Tier 2,Supermarket Type1,2004
14622,12.857645184135976,Low Fat,0.094957079,Snack Foods,143.5154,Small,Tier 1,Grocery Store,1985
14623,12.857645184135976,Low Fat,0.072486326,Canned,78.9986,Medium,Tier 3,Supermarket Type3,1985
14624,21.25,Low Fat,0.155694794,Snack Foods,177.637,Medium,Tier 2,Supermarket Type1,2002
14625,12.857645184135976,Low Fat,0.20914265,Meat,190.953,Small,Tier 1,Grocery Store,1985
14626,14.15,Low Fat,0.095298849,Soft Drinks,171.8106,High,Tier 3,Supermarket Type1,1987
14627,19.7,Low Fat,0.038736781,Hard Drinks,127.4362,Small,Tier 1,Supermarket Type1,1997
14628,12.857645184135976,Low Fat,0.044000492,Health and Hygiene,148.2734,Small,Tier 1,Grocery Store,1985
14629,13.8,Regular,0.014720848,Canned,89.9172,High,Tier 3,Supermarket Type1,1987
14630,18.35,Low Fat,0.099090261,Fruits and Vegetables,94.0462,Small,Tier 2,Supermarket Type1,2004
14631,11.3,Low Fat,0.047814463,Household,179.266,Medium,Tier 2,Supermarket Type1,2002
14632,8.35,Regular,0.127066966,Frozen Foods,76.5354,Medium,Tier 1,Supermarket Type1,1999
14633,12.65,Regular,0.076474728,Frozen Foods,191.8846,Medium,Tier 2,Supermarket Type1,2007
14634,16.7,Regular,0.042860026,Dairy,120.3782,Medium,Tier 2,Supermarket Type1,2007
14635,5.365,Regular,0.141033536,Seafood,173.6764,Medium,Tier 2,Supermarket Type1,2007
14636,6.52,Low Fat,0.044607161,Canned,164.2842,Small,Tier 1,Supermarket Type1,1997
14637,14.0,Low Fat,0.041283361,Starchy Foods,182.4634,Small,Tier 2,Supermarket Type1,2004
14638,6.575,Regular,0.075444922,Breads,146.0444,High,Tier 3,Supermarket Type1,1987
14639,15.35,Low Fat,0.035143024,Household,124.373,Small,Tier 2,Supermarket Type1,2004
14640,6.985,Regular,0.13725257,Meat,183.7608,High,Tier 3,Supermarket Type1,1987
14641,10.8,Low Fat,0.041831008,Health and Hygiene,186.6214,High,Tier 3,Supermarket Type1,1987
14642,14.85,Low Fat,0.060967038,Household,254.3698,Small,Tier 2,Supermarket Type1,2004
14643,12.857645184135976,Regular,0.078943221,Baking Goods,152.7366,Medium,Tier 3,Supermarket Type3,1985
14644,14.85,Regular,0.053837561,Baking Goods,120.8072,Small,Tier 1,Supermarket Type1,1997
14645,9.395,Low Fat,0.039928582,Others,83.2908,High,Tier 3,Supermarket Type1,1987
14646,13.5,Low Fat,0.021617996,Fruits and Vegetables,179.6976,Medium,Tier 2,Supermarket Type1,2007
14647,18.0,Regular,0.143495952,Fruits and Vegetables,88.7514,Medium,Tier 2,Supermarket Type1,2007
14648,12.857645184135976,Regular,0.157701958,Meat,158.7946,Medium,Tier 3,Supermarket Type3,1985
14649,20.0,Low Fat,0.058719568,Health and Hygiene,111.0544,Medium,Tier 3,Supermarket Type2,2009
14650,20.35,Low Fat,0.142618182,Snack Foods,123.2072,Medium,Tier 2,Supermarket Type1,2007
14651,8.785,Low Fat,0.020573334,Soft Drinks,156.4656,Small,Tier 2,Supermarket Type1,2004
14652,12.857645184135976,Low Fat,0.030208465,Health and Hygiene,35.4874,Medium,Tier 3,Supermarket Type3,1985
14653,7.1,Low Fat,0.110234793,Fruits and Vegetables,171.708,Medium,Tier 2,Supermarket Type1,2002
